title,content,datetime,url
"Prabowo Bicara Negara Ugal-ugalan, Hanura: Melecehkan Pemerintah!","- Capres   menyebut negara dikelola dengan ugal-ugalan, sehingga mimpi Indonesia berjaya luntur.   menilai banyak masyarakat berpikir dua kali untuk memilih Prabowo di pilpres. ""Kalau seorang capres saja sudah tidak bisa menghargai bangsa dan negaranya, apakah pantas dipilih oleh rakyat Indonesia? Pasti deh banyak yang mikir dua kali untuk memilih dia,"" kata Ketua DPP Hanura,   kepada wartawan, Selasa (16/10/2018). Inas menilai Prabowo sulit menerima perbedaan. Selain itu, dia menyebut Prabowo sedang kebingungan membuat program. Karena itu, Prabowo meniru slogan kampanye Presiden Amerika Serikat Donald Trump lewat 'Make Indonesia Great Again'.   ""Apalagi dia sedang bingung membuat program yang akan ditawarkan kepada rakyat Indonesia, sehingga yang bisa dia lalukan hanya sekedar meniru Trump yakni 'Make America Great Again',"" ujar Inas. Dia pun mengaku heran dengan slogan yang dilontarkan Prabowo itu. Menurut Inas, ucapan Prabowo melecehkan RI. ""Apakah Prabowo menganggap Indonesia tidak great/jaya? Kalau memang demikian sama saja Prabowo melecehkan bangsa Indonesia, melecehkan pemerintah Indonesia, melecehkan juga militer Indonesia! Atau dengan kata lain bahwa Prabowo melecehkan bangsa dan negara Indonesia,"" ucap anggota DPR itu. Sebelumnya, Prabowo Subianto menjelaskan mengenai latar belakangnya soal pernyataan 'Make Indonesia Great Again'. Menurut Prabowo pernyataan itu salah satunya didasari oleh riuhnya Kabinet Kerja karena di dalamnya ada saling tuding. ""Empat tahun terakhir kita melihat bagaimana sebuah keputusan bisa dengan mudah direvisi atau dibatalkan tanpa memikirkan dampak hingga rakyat bawah. Hukum menjadi alat tawar menawar politik tanpa pernah mempedulikan rasa keadilan. Dan kita terus menyaksikan bagaimana riuhnya kabinet kerja, akibat saling tuding antar kementrian dan lembaga negara. Perlahan-lahan mimpi untuk mengembalikan kejayaan Indonesia luntur oleh cara ugal-ugalan dalam mengelola negara,"" kata Prabowo.","Selasa 16 Oktober 2018, 19:30 WIB",https://news.detik.com/berita/d-4259581/prabowo-bicara-negara-ugal-ugalan-hanura-melecehkan-pemerintah
"Jokowi Ingatkan Winter is Coming, Gerindra: 2019 Ganti Presiden","-Presiden Joko Widodo ( ) mengibaratkan kondisi perekonomian global saat ini dengan istilah ' ', yang dikenal dalam serial ' '. Partai   bicara 2019 ganti presiden. Anggota Badan Komunikasi DPP Gerindra Andre Rosiade membandingkan kepemimpinan Presiden Joko Widodo dengan Presiden RI ke-6 Susilo Bambang Yudhoyono (SBY). Dengan peringatan Jokowi itu, ia mempromosikan kembali pasangan jagoannya, Prabowo Subianto-Sandiaga Uno. ""Di zaman Pak Jokowi lebih susah daripada zaman Pak SBY. Makanya 2019 kita harus ganti Presiden dengan Pak Prabowo dan Bang Sandi,"" kata Andre kepada wartawan, Jumat (12/10/2018).   Meski begitu, Andre mengapresiasi pidato yang disampaikan Jokowi. Namun ia mengingatkan masyarakat tak butuh pidato memukau, melainkan kerja nyata pemerintah. ""Untuk pencitraan di mata dunia bagus itu. Tapi kan yang dibutuhkan masyarakat bukan pidato bagus, bagaimana realitasnya di masyarakat agar tidak sulit, tidak mengeluh, menjerit. Itu faktanya,"" ujarnya. Saat ini Andre menilai masyarakat menjerit, terutama soal lapangan pekerjaan yang minim. Ia berharap Jokowi tak sekadar membuat pencitraan lewat pidatonya di hadapan pejabat dunia yang hadir dalam acara IMF-World Bank (WB). ""Bagaimana pidato Pak Jokowi itu harus terasa realisasinya di tengah masyarakat. Bagaimana masyarakat Indonesia merasakan pidato Pak Jokowi bukan hanya pencitraan. Kan bagaimana lapangan pekerjaan ada, masyarakat tidak sulit lagi. Itu yang terjadi kan,"" tutur Andre. Presiden Joko Widodo mengingatkan kepada seluruh pejabat dunia yang hadir dalam acara IMF-World Bank (WB) tahun 2018 untuk mewaspadai fenomena baru yang mengancam ekonomi. Ancaman tersebut, kata dia, datang setelah para pemangku kebijakan di dunia berhasil menyelamatkan ekonomi dari krisis keuangan. Menurut Jokowi, laporan dari Christine Lagarde menyebut ekonomi negara masih dibayangi perbaikan data ekonomi Amerika Serikat. Jokowi menyebut ekonomi saat ini seperti  . ""Perang dagang semakin marak dan inovasi teknologi mengakibatkan banyak industri terguncang, negara-negara yang tengah tumbuh sedang mengalami tekanan pasar yang besar, dengan banyak masalah perekonomian dunia sudah cukup kita mengatakan bahwa  ,"" ujar Jokowi di Nusa Dua Hall, Bali, hari ini.","Jumat 12 Oktober 2018, 14:23 WIB",https://news.detik.com/berita/4253584/jokowi-ingatkan-winter-is-coming-gerindra-2019-ganti-presiden?tag_from=wp_cb_mostcommented_list
Menaker Yakin Indonesia Siap Hadapi Revolusi Industri 4.0,"- Menteri Ketenagakerjaan M Hanif Dhakiri yakin Indonesia mampu bertahan menghadapi era Revolusi Industri (RI) 4.0 bila semua pihak bekerja sama menghadapi peluang dan tantangan. Keyakinan itu dilihat dari bagaimana dulunya Indonesia bisa melampaui RI 0.1, RI 0.2 dan RI 0.3. ""Demikian pula menghadapi RI 4.0, semua orang heboh. Tapi saya yakin  juga bisa   Hanya masalahnya tahapan RI 1.0 hingga RI 3.0, berjalan lebih bisa diprediksi karena waktunya lebih panjang,"" kata Hanif dalam keterangannya, Selasa (16/10/2018). Hanif mengatakan untuk menghadapi RI 4.0 dan konsekuensi yang muncul di tingkat industri adalah pekerjaan, skill yang dibutuhkan dan skema perlindungan tenaga kerja di masa depan. Pemerintah, industri dan serikat pekerja, dunia usaha, LSM dan kalangan serta perguruan tinggi harus mengatasi ini semua secara bersama-sama.   ""Semua pihak harus   persoalan ini, sehingga investasi SDM bisa merespon perubahan-perubahan yang begitu cepat terjadi,"" kata Hanif. Dijelaskan Hanif mengenai RI 4.0 adalah proses produksi di seluruh dunia yang mengkombinasikan tiga unsur penting, yakni manusia, mesin atau robot dan big data. Kombinasi tiga unsur itu akan menggerakkan seluruh produksi menjadi lebih efisien, lebih cepat dan masif. Lebih lanjut, dengan perkembangan yang cepat itu tak menutup kemungkinan akan berimbas pada terbunuhnya beberapa pekerjaan dan terciptanya pekerjaan baru. ""Tak semua orang menyadari ada pekerjaan-pekerjaan akan hilang. Misalnya, di lapangan banyak menemukan pekerjaan yang dulu ada, sekarang tiba-tiba menjadi tidak ada. Lalu muncul pekerjaan-pekerjaan baru,"" lanjut Hanif. Adanya RI 4.0 diakui Hanif akan merubah banyak hal, termasuk perubahan di tingkat industri. Industri akan bertransformasi karena proses produksinya berubah.  ""Ini juga belum banyak disadari termasuk oleh serikat pekerja, LSM dan dunia usaha. Ketika proses produksi berubah, maka proses bisnisnya juga berubah, contohnya isu  . Di dunia saat ini, pasti konsepnya juga berubah dan respon kita juga berubah,"" imbuhnya. Hanif menambahkan hingga saat ini pemerintah terus melakukan pemetaan pekerjaan di masa depan, khususnya di sektor profesi. Namun, masih ada hal yang akan berubah yakni tuntutan  -nya. ""Ini jadi pekerjaan besar, ketika tuntutan -nya berubah, skema pendidikan dan pelatihan kita bagaimana? Banyak perguruan tinggi yang didirikan di masa Belanda, hingga hari ini fakultasnya masih sama. Sementara pekerjaan sudah berubah. Jadi fakultas dan kejuruan baru muncul, tapi kejuruan lama masih ada. Belum lagi kecepatan  "" tutur dia. Menurutnya, isu pelatihan   (vokasi) perlu mendapat perhatian penting karena memiliki kelenturan dalam mendorong perubahan skill di masyarakat. ""Vokasi menjadi bagian institusi yang perlu untuk dikembangkan kurikulumnya agar dapat bersaing sesuai dengan kebutuhan pasar,"" katanya. Dalam kesempatan yang sama, Deputi Kordinasi Penanggulangan Kemiskinan dan Perlindungan Sosial Kemenko PMK Tubagus Achmad Choesni mengatakan RI 4.0 akan ditandai dengan pengembangan industri yang digerakkan oleh teknologi dan perubahan ekonomi berbasis platform.  ""Artinya selain peningkatan produktivitas kualitas produksi, juga memerlukan tenaga kerja yang lebih adaptif,"" tutup Tubagus.","Selasa, 16 Okt 2018 18:08 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-4259469/menaker-yakin-indonesia-siap-hadapi-revolusi-industri-40
"Ciletuh, Destinasi Touring Motor yang Lagi Happening","- Touring menjadi salah satu cara anak motor melepas penat. Touring bersama komunitas atau sendiri mungkin membuat bikers merasa hobinya tersalurkan. Kini, ada destinasi touring yang tengah diganderungi pencinta roda dua dan tak jauh dari Jakarta. Adalah Geopark Ciletuh yang akhir-akhir ini menjadi tujuan touring pencinta sepeda motor. Jaraknya tak lebih dari 200 km. Menurut Anggara Lipansa dari Paguyuban Alam Pakidulan Sukabumi (PAPSI) yang juga menyediakan fasilitas penginapan, setiap akhir pekan pasti ada saja anak motor yang berkunjung ke Geopark Ciletuh. Tak cuma motor kecil, pengguna motor gede (moge) pun tak sedikit yang menjadikan Ciletuh sebagai tujuan touring. ""Banyak sih anak-anak motor yang ke sini. Sabtu-Minggu mah ada terus. Kebanyakan dari Jakarta, Tangerang, jauh-jauh semua,"" ucap pria yang akrab disapa Bejeng itu kepada detikOto. ""Mereka (anak motor) kebanyakan menghabiskan liburan. Kopdar aja, kumpul-kumpul sama komunitas dari daerah lain. Jalurnya juga katanya menantang,"" sebutnya.   Geopark Ciletuh menjadi beken di kalangan pencinta roda dua sejak beberapa waktu belakangan. Terlebih, di sini juga terdapat jalur baru yang pemandangannya sangat indah, yaitu jalur baru Loji.  Di jalur ini, pencinta roda dua akan dimanjakan oleh pemandangan indah yang langsung menghadap laut. Selain pemandangan indah, jalur ini juga sangat menantang untuk bermotor. ""Cuma ya hati-hati aja. Soalnya banyak yang jatuh, tanjakannya ekstrem. Mobil juga banyak yang mati di tanjakan,"" kata Bejeng. detikOto juga memilih Geopark Ciletuh untuk tujuan touring. Kali ini, detikOto sedang mengkomparasi dua skuter matik 125 cc, yaitu Yamaha Lexi dan Honda Vario 125. Perjalanan komparasi ini dilakukan dari Jakarta sampai Geopark Ciletuh. Jalurnya terbilang sangat menantang. Dari Jakarta, detikOto mengambil rute ke Bogor, Ciawi, masuk ke Cikidang sampai Jl. Pelabuhan Ratu, dan masuk jalur baru Loji. Jalanan ekstrem sudah terasa di jalur Cikidang yang banyak tanjakan dan turunan tajam.","Rabu, 10 Okt 2018 11:27 WIB Selasa, 16 Okt 2018 18:59 WIB Selasa, 16 Okt 2018 18:30 WIB Selasa, 16 Okt 2018 17:53 WIB Selasa, 16 Okt 2018 17:19 WIB Selasa, 16 Okt 2018 16:56 WIB Selasa, 16 Okt 2018 16:28 WIB Selasa, 16 Okt 2018 16:09 WIB Selasa, 16 Okt 2018 15:47 WIB Selasa, 16 Okt 2018 15:36 WIB Selasa, 16 Okt 2018 15:15 WIB Selasa, 16 Okt 2018 14:30 WIB Selasa, 16 Okt 2018 14:08 WIB",https://oto.detik.com/motor/d-4250102/ciletuh-destinasi-touring-motor-yang-lagi-happening
"Dahnil Anzar: Saya Ditipu, Saya Nggak Ketemu Mbak Ratna","- Koordinator juru bicara Badan Pemenangan Nasional (BPN) Prabowo Subianto-Sandiaga Uno,  merasa tertipu dengan kabar bohong penganiayaan Ratna Sarumpaet. Dahnil juga mengaku tak pernah bertemu dengan Ratna. ""Nggak tahu saya, yang jelas saya ditipu oleh mbak Ratna,"" kata Dahnil seusai menjalani pemeriksaan di Mapolda Metro Jaya, Jalan Jenderal Sudirman, Jakarta, Selasa (16/10/2018). ""Saya nggak ada ketemu dengan Mbak Ratna,"" sambungnya.   Dahnil enggan menjelaskan lebih detail soal materi pemeriksaan kasus tersebut. Dia hanya menegaskan bahwa dirinya saat itu percaya kepada Ratna karena bagian dari tim pemenangan Prabowo Subianto-Sandiaga Uno. ""Dia anggota tim. Dan kita percaya sama dia,"" ujarnya. Pernyataan senada juga disampaikan oleh pengacara Dahnil, Hendarsam Marantoko, bahwa Ketum Pemuda Muhammadiyah itu belum pernah bertemu dengan Ratna. Menurut Hendarsam, keterangan Dahnil tidak signfikan dalam kasus tersebut. ""Di satu sisi pak Dahnil belum pernah ketemu bahkan tidak kenal secara probadi kepada bu ratna. Jadi ya kalau dibilang secara hukum ini saksi yang keterangannya tidak terlalu signifikan menurut kami,"" bebernya. Dahnil diperiksa selama kurang lebih 8 jam dan dicecar sebanyak 43 pertanyaan. Hendarsam mengatakan pemeriksaan berkutat seputar alur cerita kabar penganiayaan Ratna. ""Standar saja, karena ini kan terkait masalah alur cerita dari ibu Ratna, saksi lain yang berkomunikasi dengan bu Ratna dan itu sampai ke pak Dahnil. Jadi situ saja, tadi juga kami sebenarnya pemeriksaam itu selesai di 5 jam pertama, kami menunggu 2 jam karena penyidik harus koordinasi dengan pimpinan. Kami kurang lebih 2 jam menunggu di sana, penyidik kembali, ada satu dua pertanyaan tambahan yang sebenarnya ingin mengkonfirmasi saja dan sudah kami jelaskan di situ,"" tuturnya.","Selasa 16 Oktober 2018, 19:37 WIB",https://news.detik.com/berita/d-4259595/dahnil-anzar-saya-ditipu-saya-nggak-ketemu-mbak-ratna?tag_from=wp_nhl_judul_1
BUMDes Diharapkan Jadi Kunci Pergerakan Ekonomi Desa,"- Pembentukan Badan Usaha Milik Desa (BUMDes) merupakan salah satu cara Kementerian Desa, Pembangunan Daerah Tertinggal dan Transmigrasi (Kemendes PDTT) untuk mempercepat pertumbuhan ekonomi di wilayah pedesaan. BUMDes diharapkan dapat menjadi lembaga kunci penggerak ekonomi desa. ""BUMDes diharapkan dapat menjadi lembaga ekonomi yang menjadi kunci untuk memicu pergerakan ekonomi desa ke depan. Di dalamnya terdapat aspek pemberdayaan secara utuh, tidak hanya pemberdayaan ekonomi, melainkan juga pembangunan kelembagaan, penguatan kapasitas SDM dan manajerial, pengembangan jejaring ekonomi dan hilirisasi ekonomi,"" kata Sekjen Kemendes PDTT Anwar Sanusi dalam keterangan tertulis, Selasa (16/10/2018). Pada acara Four High-Level Meeting on Country-Led Knowledge Sharing (HLM on CKS) 4 ""Local Innovation as a Driver for Global Development"" di Nusa Dua, Bali, kemarin, Anwar mengatakan jumlah BUMDes mengalami peningkatan yang signifikan. Ia menjelaskan pada akhir 2014, jumlah BUMDes hanya 1.022. Namun hingga akhir tahun 2017 meningkat menjadi 39.149 BUMDes. Kemudian pada 2018 ini tercatat sekitar 56% desa telah memiliki BUMDes. Meski demikian ia mengakui kalau masih ada BUMDEs yang masih belum efisien.   ""Apa yang membuat belum efisien? Mungkin tidak didukung oleh SDM yang mumpuni. Sebagai solusi kami memiliki pendekatan dalam mendidik desa melalui Akademi Desa 4.0. Kami coba latih desa dari aspek pembangunan desa termasuk BUMDes-nya. Bursa Inovasi Desa juga menjadi media untuk saling bertukar informasi,"" lanjutnya. Diungkap oleh Perbekal (Kepala Desa) Desa Kutuh, I Wayan Purja, masing-masing desa memiliki peluang yang berbeda. Ia mencontohkan BUMDEs di wilayahnya. Kata Wayan, setelah melalui beragam tahapan BUMDes Desa Kutuh kini telah berjalan. Dengan perkembangan itu, lanjut Wayan, BUMDes di wilayahnya kini memiliki 8 unit usaha dan 2 layanan.   ""Sekarang Desa Kutuh nol kemiskinan dan nol pengangguran. Di desa berbagi keuntungan, membantu menjadi usaha-usaha kecil dan menciptakan 200 pengusaha. BUMDes menyediakan barang dan mendistribusikannya ke warung dan kafe. Hampir tiap tahun bisa menyekolahkan warganya ke tingkat sarjana dan master,"" ungkapnya.   Sementara itu Woo Sung Lee dari (Science and Technology Policy Institute) STEPI South Korea menjelaskan terkait inovasi lokal di Korea. Ia mengatakan program pemerintah Korea yang baru yang diinisasi LSM dan pihak swasta membantu pemerintah melihat dan mengembangkan kearifan lokal masyarakat.  Informasi lebih lanjut soal Kemendes PDTT bisa dilihat  .","Selasa, 16 Okt 2018 17:20 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-4259491/bumdes-diharapkan-jadi-kunci-pergerakan-ekonomi-desa
"Seharian Menghijau, IHSG Ditutup Menguat ke 5.800","- Indeks Harga Saham Gabungan ( ) pagi ini dibuka di zona hijau setelah kemarin ditutup di zona merah pada level 5.727,256. Penguatan berlanjut di jeda siang hingga penutupan perdagangan sore hari ini. Sementara nilai tukar dolar Amerika Serikat (AS) terhadap rupiah terpantau menguat ke Rp 15.200. Pada perdagangan  , IHSG dibuka hijau atau naik 10,686 poin (0,19%) ke 5.737,942. Indeks LQ45 juga naik 2,662 poin (0,30%) ke 902,963.   Membuka perdagangan, Selasa (16/10/2018), IHSG melanjutkan penguatan. IHSG naik 15,838 poin (0,28%) ke 5.745,615. Indeks LQ45 juga naik 0,43% ke 904,146. Pada perdagangan pukul 09.05 waktu JATS, IHSG masih bergerak turun meski masih di zona hijau. IHSG bergerak ke level 5.733,890. Sementara Indeks LQ45 menguat 1,714 poin (0,12%) ke 901,357. Pada jeda siang hari ini, IHSG melanjutkan penguatannya di zona hijau. IHSG bergerak ke level 5.736,484. Sementara LQ45 menguat 2,066 (0,23%) ke 902,367. IHSG terus melanjutkan penguatannya hingga perdagangan ditutup sore hari ini. IHSG ditutup di level 5.800,817. Sementara LQ45 naik 17,106 (1,9%) ke 900,301. Surplus neraca perdagangan di September menjadi salah satu sebab penguatan IHSG pagi ini. Neraca dagang Indonesia kembali positif pada bulan September 2018 yang mencapai US$ 227 juta. Sementara itu, indeks utama bursa AS kompak ditutup dalam teritori negatif pada perdagangan awal pekan ini (15/10). Indeks Dow Jones turun 0.35%, S&P melemah 0.59%, dan Nasdaq tertekan 0.88%.  Pelemahan tersebut terjadi seiring antisipasi pelaku pasar atas kekhawatiran rilisnya laporan keuangan perusahaan yang diperkirakan terkena dampak dari kebijakan suku bunga yang nantinya menekan laba bersih perusahaan. Adapun pernyataan dari Departemen keuangan terkait defisit AS yang cukup besar turut menjadi pemberat indeks pada perdagangan dini hari. Bursa saham Asia juga bergerak positif pagi ini. Namun siang ini bergerak ke arah negatif: Saham-saham yang masuk jajaran   di antaranya adalah Gudang Garam (GGRM) naik Rp 2.800 ke Rp 76.000, Indah Kiat Pulp and Paper (INKP) naik Rp 550 ke Rp 12.250, Unilever Indonesia (UNVR) naik Rp 2.000 ke Rp 45.600, dan Indo Tambangraya (ITMG) naik Rp 500 ke Rp 25.225. Sementara saham-saham yang masuk jajaran   di antaranya adalah Inti Bangun Sejahtera (IBST) turun Rp 1.425 ke Rp 5.775, Bank Mayapada (MAYA) turun Rp 350 ke Rp 5.650, Dian Swastika Sentosa (DSSA) turun Rp 525 ke Rp 13.950, dan Astra Argo Lestari (AALI) turun Rp 475 ke Rp 11.025.","Selasa, 16 Okt 2018 17:07 WIB",https://finance.detik.com/bursa-dan-valas/d-4259328/seharian-menghijau-ihsg-ditutup-menguat-ke-5800
"Menaker: UMP Tahun Depan Naik, Buruh Nggak Perlu Demo","-   Hanif Dhakiri mengimbau kepada seluruh serikat pekerja di Indonesia untuk tidak melakukan aksi demo terkait keputusan kenaikan   (UMP) 2019 sebesar 8,03%. Kenaikan UMP berlaku di setiap provinsi dan akan diumumkan serentak pada 1 November 2018. ""Ya kan (demo) boleh saja kalau sesuai aturan. Tapi ngapain demo, wong nggak usah demo saja sudah naik kok,"" kata Hanif di Komplek Istana, Jakarta, Selasa (16/10/2018).   Hanif menyebutkan, keputusan kenaikan UMP berlaku pada 1 Januari 2019 ini sudah sesuai dengan aturan Pasal 44 Ayat 1 dan 2 PP Nomor 78 Tahun 2015, peningkatan nilai UMP tersebut berdasarkan formula penambahan dari pertumbuhan ekonomi nasional (PDB) dan data inflasi nasional. ""Ini bukan keputusan kementerian tenaga kerja, ini data yang kami ambil dari data BPS inflasi 2,88% dan pertumbuhan ekonomi 5,15%, kalau inflasi dan pertumbuhan ini jadi 8,03%,"" tambah dia. Lebih lanjut Hanif mengungkapkan, keputusan kenaikan UMP ini juga seharusnya sudah dipahami dan dimengerti oleh para pelaku usaha dan serikat pekerja. Pasalnya, kenaikan sebelumnya juga sudah berlandaskan aturan yang sama. ""Salah satu fungsi PP 78 memastikan pekerja mendapat kenaikan upah setiap tahun, nggak perlu demo nggak perlu rame-rame, nggak perlu ribut terus. Dan alhamdulillah, tahun depan naik 8,03%. Bagi dunia usaha mereka bisa memprediksi kenaikan upah di tahun depan dengan tren pertumbuhan ekonomi dan inflasi,"" ujar dia.","Selasa, 16 Okt 2018 17:17 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-4259349/menaker-ump-tahun-depan-naik-buruh-nggak-perlu-demo
"Menaker: UMP Tahun Depan Naik, Buruh Nggak Perlu Demo","-   Hanif Dhakiri mengimbau kepada seluruh serikat pekerja di Indonesia untuk tidak melakukan aksi demo terkait keputusan kenaikan   (UMP) 2019 sebesar 8,03%. Kenaikan UMP berlaku di setiap provinsi dan akan diumumkan serentak pada 1 November 2018. ""Ya kan (demo) boleh saja kalau sesuai aturan. Tapi ngapain demo, wong nggak usah demo saja sudah naik kok,"" kata Hanif di Komplek Istana, Jakarta, Selasa (16/10/2018).   Hanif menyebutkan, keputusan kenaikan UMP berlaku pada 1 Januari 2019 ini sudah sesuai dengan aturan Pasal 44 Ayat 1 dan 2 PP Nomor 78 Tahun 2015, peningkatan nilai UMP tersebut berdasarkan formula penambahan dari pertumbuhan ekonomi nasional (PDB) dan data inflasi nasional. ""Ini bukan keputusan kementerian tenaga kerja, ini data yang kami ambil dari data BPS inflasi 2,88% dan pertumbuhan ekonomi 5,15%, kalau inflasi dan pertumbuhan ini jadi 8,03%,"" tambah dia. Lebih lanjut Hanif mengungkapkan, keputusan kenaikan UMP ini juga seharusnya sudah dipahami dan dimengerti oleh para pelaku usaha dan serikat pekerja. Pasalnya, kenaikan sebelumnya juga sudah berlandaskan aturan yang sama. ""Salah satu fungsi PP 78 memastikan pekerja mendapat kenaikan upah setiap tahun, nggak perlu demo nggak perlu rame-rame, nggak perlu ribut terus. Dan alhamdulillah, tahun depan naik 8,03%. Bagi dunia usaha mereka bisa memprediksi kenaikan upah di tahun depan dengan tren pertumbuhan ekonomi dan inflasi,"" ujar dia.","Selasa, 16 Okt 2018 17:17 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-4259349/menaker-ump-tahun-depan-naik-buruh-nggak-perlu-demo
"Diperiksa 8 Jam soal Kasus Ratna, Dahnil Dicecar 43 Pertanyaan","-Koordinator juru bicara Badan Pemenangan Nasional (BPN) Prabowo Subianto-Sandiaga Uno,  , menjalani pemeriksaan sebagai saksi kasus hoax Ratna Sarumpaet selama 8 jam. Dahnil dicecar 43 pertanyaan. ""43 pertanyaan kurang lebih,"" kata pengacara Dahnil, Hendarsam, di Mapolda Metro Jaya, Jalan Jenderal Sudirman, Jakarta, Selasa (16/10/2018). Dahnil tiba di Mapolda Metro Jaya pukul 10.00 WIB. Dia keluar dari ruang pemeriksaan pukul 18.43 WIB.   Sebelum Dahnil, polisi juga telah memanggil Wakil Ketua BPN Prabowo-Sandiaga, Nanik S Deyang. Nanik juga diperiksa sebagai saksi kasus hoax Ratna Sarumpaet. Polisi sebelumnya sudah memeriksa Presiden Konfederasi Serikat Pekerja Indonesia (KSPI) Said Iqbal, Amien Rais, Plt Kadisparbud DKI Asiantoro. Ikut juga diperiksa driver dan staf Ratna Sarumpaet. Penyidik Polda Metro Jaya menetapkan Ratna Sarumpaet sebagai tersangka penyebaran berita bohong alias hoax untuk membuat keonaran. Ratna disangkakan dengan UU Peraturan Hukum Pidana dan UU ITE. Ratna menjadi tersangka setelah polisi menerima laporan soal hoax penganiayaan. Ratna memang mengakui kebohongannya setelah polisi membeberkan fakta-fakta penelusuran isu penganiayaan.","Selasa 16 Oktober 2018, 18:56 WIB",https://news.detik.com/berita/d-4259506/diperiksa-8-jam-soal-kasus-ratna-dahnil-dicecar-43-pertanyaan?tag_from=wp_nhl_judul_32
"Negara Disebut Ugal-ugalan, Timses Jokowi Serang Balik Prabowo","-Capres   mengatakan mimpi Indonesia meraih kejayaan luntur akibat negara dikelola secara ugal-ugalan. Wakil ketua Tim Kampanye Nasional (TKN)  , Abdul Kadir Karding menilai ucapan itu menunjukkan Prabowo menularkan diksi negatif sebagai pemimpin. ""Itu justru menunjukkan bahwa pak Prabowo selama ini sering menularkan pilihan-pilihan kata negatif, diksi-diksi negatif. Saya kira ini menunjukkan karakter beliau sebagai pemimpin,"" kata Karding di Posko Cemara, Menteng, Jakarta Pusat, Selasa (16/10/2018). Karding mengatakan masyarakat harusnya diberikan hal-hal yang membangun optimisme. Dia juga menyinggung maksud ugal-ugalan yang dikatakan Prabowo bukan masalah di era demokrasi.   ""Terkait dengan substansi bahwa disebut ugal-ugalan dengan mengambil kasus yang terkait dengan adanya beberapa perbedaan antar menteri-menteri saya kira di era demokrasi tidak ada, masalah hal biasa apalagi di era medsos ini justru yang harus dilihat adalah semua kebijakan keluar satu pintu pak Jokowi atau JK (Wapres Jusuf Kalla),"" ujar Karding. Politikus PKB itu juga membandingkan gaya kepemimpinan Jokowi dengan era orde baru yang dipimpin Soeharto. Menurut Karding, kepemimpinan Jokowi mengedepankan partisipatif. ""Tentu kita tidak bisa disamakan dengan gaya kepemimpinan zaman Pak Harto yang dikenal pemimpin otoriter bisa dipaksa begitu saja. Tapi Pak Jokowi mengembangkan kepemimpinan partisipatif tapi prinsipnya dia tidak boleh banyak pintu atau banyak kebijakan, misalnya BBM dikunci di Pak Jokowi,"" kata anggota Komisi III DPR itu. ""Jadi saya kira sangat prihatinkan pemimpin sekelas Pak Prabowo itu sering sampaikan bahasa-bahasa yang negatif,"" imbuh Karding. Sebelumnya, Prabowo Subianto menjelaskan mengenai latar belakangnya soal pernyataan 'Make Indonesia Great Again'. Menurut Prabowo, pernyataan itu salah satunya didasari riuhnya Kabinet Kerja karena di dalamnya ada aksi saling tuding. ""Empat tahun terakhir kita melihat bagaimana sebuah keputusan bisa dengan mudah direvisi atau dibatalkan tanpa memikirkan dampak hingga rakyat bawah. Hukum menjadi alat tawar-menawar politik tanpa pernah mempedulikan rasa keadilan. Dan kita terus menyaksikan bagaimana riuhnya Kabinet Kerja, akibat saling tuding antar-kementerian dan lembaga negara. Perlahan-lahan mimpi untuk mengembalikan kejayaan Indonesia luntur oleh cara ugal-ugalan dalam mengelola negara,"" kata Prabowo.","Selasa 16 Oktober 2018, 19:40 WIB",https://news.detik.com/berita/d-4259596/negara-disebut-ugal-ugalan-timses-jokowi-serang-balik-prabowo?tag_from=wp_hl_desc
